text,label,tokens
detik heran jokowi rawan dukung prabowo masak sih pimpin jadi presiden aneh naikin keyword rakyat sejuk damai capresnya bahkan provokatif rakyat absurd,Politik,"['detik', 'heran', 'jokowi', 'rawan', 'dukung', 'prabowo', 'masak', 'sih', 'pimpin', 'jadi', 'presiden', 'aneh', 'naikin', 'keyword', 'rakyat', 'sejuk', 'damai', 'capresnya', 'bahkan', 'provokatif', 'rakyat', 'absurd']"
jejak abah anies bangun park ahn bagus infrastruktur fisik didik anakanak jakarta generasi terus bangsa,Politik,"['jejak', 'abah', 'anies', 'bangun', 'park', 'ahn', 'bagus', 'infrastruktur', 'fisik', 'didik', 'anakanak', 'jakarta', 'generasi', 'terus', 'bangsa']"
indonesian corruption watch bawa koruptor kumpul paslon nomor mangkanya rezim laknatullah harus jegal bapak anies kalah masuk penjara,Politik,"['indonesian', 'corruption', 'watch', 'bawa', 'koruptor', 'kumpul', 'paslon', 'nomor', 'mangkanya', 'rezim', 'laknatullah', 'harus', 'jegal', 'bapak', 'anies', 'kalah', 'masuk', 'penjara']"
point sara jakarta ulah ahok mayoritas ummat islam tidak musuh ummat agama point hak nilai agama radikal point tokoh agama apresiasi gubernur daerah khusus ibukota jakarta anies baswedan bukti tidak diskriminasi point selamat natal haram hukum agama islam ummat islam selamat raya natal point kelompok takut rusuh sebab organisasi massa islam simpul tuntut aju simpul orang intoleran tidak terima beda,Ideologi,"['point', 'sara', 'jakarta', 'ulah', 'ahok', 'mayoritas', 'ummat', 'islam', 'tidak', 'musuh', 'ummat', 'agama', 'point', 'hak', 'nilai', 'agama', 'radikal', 'point', 'tokoh', 'agama', 'apresiasi', 'gubernur', 'daerah', 'khusus', 'ibukota', 'jakarta', 'anies', 'baswedan', 'bukti', 'tidak', 'diskriminasi', 'point', 'selamat', 'natal', 'haram', 'hukum', 'agama', 'islam', 'ummat', 'islam', 'selamat', 'raya', 'natal', 'point', 'kelompok', 'takut', 'rusuh', 'sebab', 'organisasi', 'massa', 'islam', 'simpul', 'tuntut', 'aju', 'simpul', 'orang', 'intoleran', 'tidak', 'terima', 'beda']"
pengaruh gaya puja dukung prabowo tangkap polisi masalah prabowo nyangkal dukung konyol pilpres keledaikeledai yang perosok lobang yang berkalikali,Politik,"['pengaruh', 'gaya', 'puja', 'dukung', 'prabowo', 'tangkap', 'polisi', 'masalah', 'prabowo', 'nyangkal', 'dukung', 'konyol', 'pilpres', 'keledaikeledai', 'yang', 'perosok', 'lobang', 'yang', 'berkalikali']"
rekam jejak rekam jejak tidak berbohongmasih ingat alexis yang viraldi hebat anies berani tutup alexis beliau gurbernur daerah khusus ibukota,Politik,"['rekam', 'jejak', 'rekam', 'jejak', 'tidak', 'berbohongmasih', 'ingat', 'alexis', 'yang', 'viraldi', 'hebat', 'anies', 'berani', 'tutup', 'alexis', 'beliau', 'gurbernur', 'daerah', 'khusus', 'ibukota']"
abah anies angkat martabat tani terus terima bansos hasil,Sosial Budaya,"['abah', 'anies', 'angkat', 'martabat', 'tani', 'terus', 'terima', 'bansos', 'hasil']"
tvone tidak dukung prabowo,Politik,"['tvone', 'tidak', 'dukung', 'prabowo']"
ganjar pranowo gelar program latih etika pegawai publik meminimalisir risiko korupsi,Politik,"['ganjar', 'pranowo', 'gelar', 'program', 'latih', 'etika', 'pegawai', 'publik', 'meminimalisir', 'risiko', 'korupsi']"
regulasi hukum clear simple usung pasang calon presiden calon wakil presiden ganjar pranowo prof mahfud md md dukung masuk investor indonesia,Ekonomi,"['regulasi', 'hukum', 'clear', 'simple', 'usung', 'pasang', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'ganjar', 'pranowo', 'prof', 'mahfud', 'md', 'md', 'dukung', 'masuk', 'investor', 'indonesia']"
persis ahok sides pimpin rasional iya beliau menang anies sunyi gerindra glorifikasi menang ejek jari kenal juga bagai penjara buat paham politik getir,Politik,"['persis', 'ahok', 'sides', 'pimpin', 'rasional', 'iya', 'beliau', 'menang', 'anies', 'sunyi', 'gerindra', 'glorifikasi', 'menang', 'ejek', 'jari', 'kenal', 'juga', 'bagai', 'penjara', 'buat', 'paham', 'politik', 'getir']"
calon presiden calon wakil presiden republik indonesia nomor ganjar pranowo mahfud md bela tani tembakaumari juang tingkat produksi tembakau,Politik,"['calon', 'presiden', 'calon', 'wakil', 'presiden', 'republik', 'indonesia', 'nomor', 'ganjar', 'pranowo', 'mahfud', 'md', 'bela', 'tani', 'tembakaumari', 'juang', 'tingkat', 'produksi', 'tembakau']"
basis pasang calon presiden demografi prabowo gibran unggul segmen demografi warga generasi muda etnis sunda melayu kecuali kelompok didik,Demografi,"['basis', 'pasang', 'calon', 'presiden', 'demografi', 'prabowo', 'gibran', 'unggul', 'segmen', 'demografi', 'warga', 'generasi', 'muda', 'etnis', 'sunda', 'melayu', 'kecuali', 'kelompok', 'didik']"
saja prabowo persero batas tmi untk ada menham persero batas agrinas food estate yang usaha sebut krini nya,Politik,"['saja', 'prabowo', 'persero', 'batas', 'tmi', 'untk', 'ada', 'menham', 'persero', 'batas', 'agrinas', 'food', 'estate', 'yang', 'usaha', 'sebut', 'krini', 'nya']"
bpjs tenaga kerja ojol presiden anies,Politik,"['bpjs', 'tenaga', 'kerja', 'ojol', 'presiden', 'anies']"
keluarga kiai thoifur juang menang pasang anies baswedanmuhaimin iskandar amin,Politik,"['keluarga', 'kiai', 'thoifur', 'juang', 'menang', 'pasang', 'anies', 'baswedanmuhaimin', 'iskandar', 'amin']"
halhal gambar prabowogibran kuasa tidak peduli etik moral hukum halang libas,Politik,"['halhal', 'gambar', 'prabowogibran', 'kuasa', 'tidak', 'peduli', 'etik', 'moral', 'hukum', 'halang', 'libas']"
program pasang calon presiden calon wakil presiden ganjar pranowo mahfud md desa presisi katalisator ekonomi nasional,Politik,"['program', 'pasang', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'ganjar', 'pranowo', 'mahfud', 'md', 'desa', 'presisi', 'katalisator', 'ekonomi', 'nasional']"
video bawah ambil bukti rembug ganjar sudah rutin bukti ganjar libat masyarakat cari solusi hadap hapus kredit macet libat masyarakat subjek bangun bijak ambil sesuai hadap rakyat makan siang gratis program yang elit bukan rakyat solusi mutih kredit macet hapus hutang nelayan tani hasil bijak timbul efek rakyat rakyat subjek objek bangun jalan bijak,Sosial Budaya,"['video', 'bawah', 'ambil', 'bukti', 'rembug', 'ganjar', 'sudah', 'rutin', 'bukti', 'ganjar', 'libat', 'masyarakat', 'cari', 'solusi', 'hadap', 'hapus', 'kredit', 'macet', 'libat', 'masyarakat', 'subjek', 'bangun', 'bijak', 'ambil', 'sesuai', 'hadap', 'rakyat', 'makan', 'siang', 'gratis', 'program', 'yang', 'elit', 'bukan', 'rakyat', 'solusi', 'mutih', 'kredit', 'macet', 'hapus', 'hutang', 'nelayan', 'tani', 'hasil', 'bijak', 'timbul', 'efek', 'rakyat', 'rakyat', 'subjek', 'objek', 'bangun', 'jalan', 'bijak']"
anak genz izin sekolah ikut acara desak anies jakarta antusiasme pilih mula acara desak anies jakarta kamis januari,Sosial Budaya,"['anak', 'genz', 'izin', 'sekolah', 'ikut', 'acara', 'desak', 'anies', 'jakarta', 'antusiasme', 'pilih', 'mula', 'acara', 'desak', 'anies', 'jakarta', 'kamis', 'januari']"
irwanka ganjar mahfud hebat sertifikattanah untukrakyat,Politik,"['irwanka', 'ganjar', 'mahfud', 'hebat', 'sertifikattanah', 'untukrakyat']"
anies milik beban bisnis agence madagascar de presse jabat milik lahan ribu hektar dan lain,Politik,"['anies', 'milik', 'beban', 'bisnis', 'agence', 'madagascar', 'de', 'presse', 'jabat', 'milik', 'lahan', 'ribu', 'hektar', 'dan', 'lain']"
prabowo citra sang perwira gagah berani apa aman stabilitas persona hancur narasi buzzernya diframing orang tua lemah rapuh luka debat calon presiden tahan narasi perwira tangguh tinggal saja memang batas keroyok paslon hiks kemarin sudah digambarin gemoy tidak banget tidak cocok diframing orang tua lemah sudah ragu wakil lihat garang pimpin bahkan capresnya framing lemah,Politik,"['prabowo', 'citra', 'sang', 'perwira', 'gagah', 'berani', 'apa', 'aman', 'stabilitas', 'persona', 'hancur', 'narasi', 'buzzernya', 'diframing', 'orang', 'tua', 'lemah', 'rapuh', 'luka', 'debat', 'calon', 'presiden', 'tahan', 'narasi', 'perwira', 'tangguh', 'tinggal', 'saja', 'memang', 'batas', 'keroyok', 'paslon', 'hiks', 'kemarin', 'sudah', 'digambarin', 'gemoy', 'tidak', 'banget', 'tidak', 'cocok', 'diframing', 'orang', 'tua', 'lemah', 'sudah', 'ragu', 'wakil', 'lihat', 'garang', 'pimpin', 'bahkan', 'capresnya', 'framing', 'lemah']"
oiya tema debat didik ini saya prabowo ngasi nilai anies rendah menteri didik nya muji dijadiin bahan tiktok pakai capt prabowo banget ngasi nilai bagus anies,Politik,"['oiya', 'tema', 'debat', 'didik', 'ini', 'saya', 'prabowo', 'ngasi', 'nilai', 'anies', 'rendah', 'menteri', 'didik', 'nya', 'muji', 'dijadiin', 'bahan', 'tiktok', 'pakai', 'capt', 'prabowo', 'banget', 'ngasi', 'nilai', 'bagus', 'anies']"
tema yang ramai anggar alat utama sistem senjata tentara nasional indonesia anggar tahan alat utama sistem senjata tentara nasional indonesia bekas taman ismail marzuki substansi siap yang taktis efisien menit dengan argumentasi data tidak nampak tim,Pertahanan dan Keamanan,"['tema', 'yang', 'ramai', 'anggar', 'alat', 'utama', 'sistem', 'senjata', 'tentara', 'nasional', 'indonesia', 'anggar', 'tahan', 'alat', 'utama', 'sistem', 'senjata', 'tentara', 'nasional', 'indonesia', 'bekas', 'taman', 'ismail', 'marzuki', 'substansi', 'siap', 'yang', 'taktis', 'efisien', 'menit', 'dengan', 'argumentasi', 'data', 'tidak', 'nampak', 'tim']"
ganjar pranowo mahfud md pasang calon presiden wakil presiden nomor urut milik program unggul khusus rancang daya perempuan ganjar pranowo pimpin jawa sukses tekan peran perempuan hidup salah program unggul kenal ng singkat jawa tengah gayeng nginceng meteng arti bebas fokus pantau hamil,Sosial Budaya,"['ganjar', 'pranowo', 'mahfud', 'md', 'pasang', 'calon', 'presiden', 'wakil', 'presiden', 'nomor', 'urut', 'milik', 'program', 'unggul', 'khusus', 'rancang', 'daya', 'perempuan', 'ganjar', 'pranowo', 'pimpin', 'jawa', 'sukses', 'tekan', 'peran', 'perempuan', 'hidup', 'salah', 'program', 'unggul', 'kenal', 'ng', 'singkat', 'jawa', 'tengah', 'gayeng', 'nginceng', 'meteng', 'arti', 'bebas', 'fokus', 'pantau', 'hamil']"
anak muda indonesia future nation hand tourism indonesia mart and expo change anies presidentsampaikan yang teman adu ide agence madagascar de presse gagasantunjukan karyakarya anies ubah indonesia,Ideologi,"['anak', 'muda', 'indonesia', 'future', 'nation', 'hand', 'tourism', 'indonesia', 'mart', 'and', 'expo', 'change', 'anies', 'presidentsampaikan', 'yang', 'teman', 'adu', 'ide', 'agence', 'madagascar', 'de', 'presse', 'gagasantunjukan', 'karyakarya', 'anies', 'ubah', 'indonesia']"
kalau kamu kasihanin serang dirilulah yang kasihan kritik anies prabowo akurat prabowo lahan ribu tertawa saat bangsa hadap timpang lahan yang dahsyat hak alam rebut prabowo,Politik,"['kalau', 'kamu', 'kasihanin', 'serang', 'dirilulah', 'yang', 'kasihan', 'kritik', 'anies', 'prabowo', 'akurat', 'prabowo', 'lahan', 'ribu', 'tertawa', 'saat', 'bangsa', 'hadap', 'timpang', 'lahan', 'yang', 'dahsyat', 'hak', 'alam', 'rebut', 'prabowo']"
anies calon presiden unggul versi survei bloomberg,Politik,"['anies', 'calon', 'presiden', 'unggul', 'versi', 'survei', 'bloomberg']"
calon presiden calon wakil presiden ganjar pranowo mahfud md pesan jaga konstitusi atur dasar negara landas bangsa,Ideologi,"['calon', 'presiden', 'calon', 'wakil', 'presiden', 'ganjar', 'pranowo', 'mahfud', 'md', 'pesan', 'jaga', 'konstitusi', 'atur', 'dasar', 'negara', 'landas', 'bangsa']"
hasil kerja prabowo nyata mulut nya elektabilitas nya pantau,Politik,"['hasil', 'kerja', 'prabowo', 'nyata', 'mulut', 'nya', 'elektabilitas', 'nya', 'pantau']"
nilai prabowo subianto anies baswedan banding anies baswedan serang prabowo subianto personal debat calon presiden kemarin malam,Politik,"['nilai', 'prabowo', 'subianto', 'anies', 'baswedan', 'banding', 'anies', 'baswedan', 'serang', 'prabowo', 'subianto', 'personal', 'debat', 'calon', 'presiden', 'kemarin', 'malam']"
selamat demokrasi indonesia tolak prabowo gibran mahasiswa ajak masyarakat tolak politik dinasti praktik presiden jokowi gibran bin jokowi,Politik,"['selamat', 'demokrasi', 'indonesia', 'tolak', 'prabowo', 'gibran', 'mahasiswa', 'ajak', 'masyarakat', 'tolak', 'politik', 'dinasti', 'praktik', 'presiden', 'jokowi', 'gibran', 'bin', 'jokowi']"
prabowo thinks palestine occupied lack military armaments says share route conveying extended truth demonization rohingnya hitlerites try beat allegation,Pertahanan dan Keamanan,"['prabowo', 'thinks', 'palestine', 'occupied', 'lack', 'military', 'armaments', 'says', 'share', 'route', 'conveying', 'extended', 'truth', 'demonization', 'rohingnya', 'hitlerites', 'try', 'beat', 'allegation']"
semangat tidak padam picu semangat prabowo kitaselaluada untukpragibs,Politik,"['semangat', 'tidak', 'padam', 'picu', 'semangat', 'prabowo', 'kitaselaluada', 'untukpragibs']"
orang tekan juang ganjarmahfud,Politik,"['orang', 'tekan', 'juang', 'ganjarmahfud']"
grace natalie prabowo bilang sesal dukung kelompok intoleran dukung prabowo forum ijtima ulama dukung prabowo sesal dukung prabowo,Politik,"['grace', 'natalie', 'prabowo', 'bilang', 'sesal', 'dukung', 'kelompok', 'intoleran', 'dukung', 'prabowo', 'forum', 'ijtima', 'ulama', 'dukung', 'prabowo', 'sesal', 'dukung', 'prabowo']"
sukses milik orang jnk sukses calon presiden ganjar pranowo mahfud md jordan news agency,Politik,"['sukses', 'milik', 'orang', 'jnk', 'sukses', 'calon', 'presiden', 'ganjar', 'pranowo', 'mahfud', 'md', 'jordan', 'news', 'agency']"
kampanye keren bayangin saja rakyat denger ide gagas si calon presiden antri daftar duduk dialog anies cipta standar kampanye ubah kampanye,Politik,"['kampanye', 'keren', 'bayangin', 'saja', 'rakyat', 'denger', 'ide', 'gagas', 'si', 'calon', 'presiden', 'antri', 'daftar', 'duduk', 'dialog', 'anies', 'cipta', 'standar', 'kampanye', 'ubah', 'kampanye']"
prabowo yang bicara saya yang malu sebut yerusalem ibukota israel indonesia debat calon presiden sudut gaza kait pasu militer layak semat calon presiden profesional zionis prabowo tidak layak mimpin bangsa,Politik,"['prabowo', 'yang', 'bicara', 'saya', 'yang', 'malu', 'sebut', 'yerusalem', 'ibukota', 'israel', 'indonesia', 'debat', 'calon', 'presiden', 'sudut', 'gaza', 'kait', 'pasu', 'militer', 'layak', 'semat', 'calon', 'presiden', 'profesional', 'zionis', 'prabowo', 'tidak', 'layak', 'mimpin', 'bangsa']"
tebet eco park hasil anies tidak sih kesana itu enak banget adem banget teman saya yang tidak percaya itu jakarta selatan,Pertahanan dan Keamanan,"['tebet', 'eco', 'park', 'hasil', 'anies', 'tidak', 'sih', 'kesana', 'itu', 'enak', 'banget', 'adem', 'banget', 'teman', 'saya', 'yang', 'tidak', 'percaya', 'itu', 'jakarta', 'selatan']"
pimpin daya dorong manusia landas prabowo buktinyata tiadahenti,Politik,"['pimpin', 'daya', 'dorong', 'manusia', 'landas', 'prabowo', 'buktinyata', 'tiadahenti']"
benar yang bicara salah yang besar kenapa prabowo gibran menang data lembaga survei mana salah efek serang yang babi buta kubu belah yang habis dengan ambiguitas ikut pola khawarij elektabilitas puruk kenapa prabowo gibran raja survei modal suara prabowo untuk pilih umum suara pilih mana selisih suara dengan jokowi modal suara dukung tambah suara dukung jokowi yang alih dukung prabowo logika akal sehat karena puluh nama prabowo sudah kenal kalang tanah air dunia banding kandidat calon presiden,Politik,"['benar', 'yang', 'bicara', 'salah', 'yang', 'besar', 'kenapa', 'prabowo', 'gibran', 'menang', 'data', 'lembaga', 'survei', 'mana', 'salah', 'efek', 'serang', 'yang', 'babi', 'buta', 'kubu', 'belah', 'yang', 'habis', 'dengan', 'ambiguitas', 'ikut', 'pola', 'khawarij', 'elektabilitas', 'puruk', 'kenapa', 'prabowo', 'gibran', 'raja', 'survei', 'modal', 'suara', 'prabowo', 'untuk', 'pilih', 'umum', 'suara', 'pilih', 'mana', 'selisih', 'suara', 'dengan', 'jokowi', 'modal', 'suara', 'dukung', 'tambah', 'suara', 'dukung', 'jokowi', 'yang', 'alih', 'dukung', 'prabowo', 'logika', 'akal', 'sehat', 'karena', 'puluh', 'nama', 'prabowo', 'sudah', 'kenal', 'kalang', 'tanah', 'air', 'dunia', 'banding', 'kandidat', 'calon', 'presiden']"
netizen geger dukung prabowo garis keras mengupload video isu bohong gambargambar anies edit amat elektabilitas prabowo turun akibat ulah dukung prabowo sulit menang,Politik,"['netizen', 'geger', 'dukung', 'prabowo', 'garis', 'keras', 'mengupload', 'video', 'isu', 'bohong', 'gambargambar', 'anies', 'edit', 'amat', 'elektabilitas', 'prabowo', 'turun', 'akibat', 'ulah', 'dukung', 'prabowo', 'sulit', 'menang']"
prabowo tidak kait buka data capai menteri tahan iya debat pilpres tiga prabowo kedodoran alias gagal tampil performa baik,Politik,"['prabowo', 'tidak', 'kait', 'buka', 'data', 'capai', 'menteri', 'tahan', 'iya', 'debat', 'pilpres', 'tiga', 'prabowo', 'kedodoran', 'alias', 'gagal', 'tampil', 'performa', 'baik']"
nama guru ngajimu kenan nitip salam beliau ganjar mahfud program gaji guru ngaji guru ngaji guru agama kristen protestan katholik hindu buddha konghucu bantu perintah moga tambah semangat ajar agama akhlak anakanak,Politik,"['nama', 'guru', 'ngajimu', 'kenan', 'nitip', 'salam', 'beliau', 'ganjar', 'mahfud', 'program', 'gaji', 'guru', 'ngaji', 'guru', 'ngaji', 'guru', 'agama', 'kristen', 'protestan', 'katholik', 'hindu', 'buddha', 'konghucu', 'bantu', 'perintah', 'moga', 'tambah', 'semangat', 'ajar', 'agama', 'akhlak', 'anakanak']"
tanyash wadah kreativitas karya anak muda konsen ganjar pranowo ganjar mahfud hebat,Politik,"['tanyash', 'wadah', 'kreativitas', 'karya', 'anak', 'muda', 'konsen', 'ganjar', 'pranowo', 'ganjar', 'mahfud', 'hebat']"
peluang menang saya bodoamat rakyat melarat bodoamat bijak gajelas saya raya menang jago saya dukung ngecakcakin orang rl bicara prabowo gibran,Politik,"['peluang', 'menang', 'saya', 'bodoamat', 'rakyat', 'melarat', 'bodoamat', 'bijak', 'gajelas', 'saya', 'raya', 'menang', 'jago', 'saya', 'dukung', 'ngecakcakin', 'orang', 'rl', 'bicara', 'prabowo', 'gibran']"
lihat track recordnya ganjar pranowo mahfud md sudah banget deh pranowo mahfud mdmahfudrebound pranowo mahfud mdpranowopilihanumat,Politik,"['lihat', 'track', 'recordnya', 'ganjar', 'pranowo', 'mahfud', 'md', 'sudah', 'banget', 'deh', 'pranowo', 'mahfud', 'mdmahfudrebound', 'pranowo', 'mahfud', 'mdpranowopilihanumat']"
terima kasih bapak pena sudah wakil dalam hati anies baswedan anda bapak tidak pilih presiden tahun depan bapak tinggal juang,Politik,"['terima', 'kasih', 'bapak', 'pena', 'sudah', 'wakil', 'dalam', 'hati', 'anies', 'baswedan', 'anda', 'bapak', 'tidak', 'pilih', 'presiden', 'tahun', 'depan', 'bapak', 'tinggal', 'juang']"
reformasi polisi ganjar tapi belum eksplorasi reformasi bagaimana kuat begitu,Politik,"['reformasi', 'polisi', 'ganjar', 'tapi', 'belum', 'eksplorasi', 'reformasi', 'bagaimana', 'kuat', 'begitu']"
kode keras anies pilih calon yang dukung rakyat calon yang dukung konglomerat desak anies purwokerto,Politik,"['kode', 'keras', 'anies', 'pilih', 'calon', 'yang', 'dukung', 'rakyat', 'calon', 'yang', 'dukung', 'konglomerat', 'desak', 'anies', 'purwokerto']"
ganjar pranowo mahfud md memang tidak pinter hati pranowo mahfud mdmahfudrebound pranowo mahfud mdpranowopilihanumat,Ideologi,"['ganjar', 'pranowo', 'mahfud', 'md', 'memang', 'tidak', 'pinter', 'hati', 'pranowo', 'mahfud', 'mdmahfudrebound', 'pranowo', 'mahfud', 'mdpranowopilihanumat']"
menteri tahan prabowo subianto hadir paris air show miniatur rafale indonesia pamer industry,Pertahanan dan Keamanan,"['menteri', 'tahan', 'prabowo', 'subianto', 'hadir', 'paris', 'air', 'show', 'miniatur', 'rafale', 'indonesia', 'pamer', 'industry']"
anies copot menteri didik gagal simpang anggar tunjang profesi gurukalo gemoy pecat tentara nasional indonesia karena,Politik,"['anies', 'copot', 'menteri', 'didik', 'gagal', 'simpang', 'anggar', 'tunjang', 'profesi', 'gurukalo', 'gemoy', 'pecat', 'tentara', 'nasional', 'indonesia', 'karena']"
kritik food estate pimpin usung ganjar pranowo mahfud md butuh,Politik,"['kritik', 'food', 'estate', 'pimpin', 'usung', 'ganjar', 'pranowo', 'mahfud', 'md', 'butuh']"
alhamdulillah tunai janji umroh sowan abuya kh muhyiddin abdul qodir beliau asuh pondok pesantren internasional asysyifaa wal mahmudiyyah sumedang doa abuya mas anies doa santri harap citacita wujud ubah mudah alloh swt terimakasih abuya terima rombong moga abuya senantiasa sehat kuat bimbing santri umat amin,Pertahanan dan Keamanan,"['alhamdulillah', 'tunai', 'janji', 'umroh', 'sowan', 'abuya', 'kh', 'muhyiddin', 'abdul', 'qodir', 'beliau', 'asuh', 'pondok', 'pesantren', 'internasional', 'asysyifaa', 'wal', 'mahmudiyyah', 'sumedang', 'doa', 'abuya', 'mas', 'anies', 'doa', 'santri', 'harap', 'citacita', 'wujud', 'ubah', 'mudah', 'alloh', 'swt', 'terimakasih', 'abuya', 'terima', 'rombong', 'moga', 'abuya', 'senantiasa', 'sehat', 'kuat', 'bimbing', 'santri', 'umat', 'amin']"
gelombang ubah terbendungluar kamis januari anies temu rawan simpatisan ciamis jawa barat,Politik,"['gelombang', 'ubah', 'terbendungluar', 'kamis', 'januari', 'anies', 'temu', 'rawan', 'simpatisan', 'ciamis', 'jawa', 'barat']"
warga banten nganterin anies gerbang tol nganterin presiden republik indonesia,Ekonomi,"['warga', 'banten', 'nganterin', 'anies', 'gerbang', 'tol', 'nganterin', 'presiden', 'republik', 'indonesia']"
ganjar lahir rahim cilik keluarga sendok perak rasa jalan hidup orang hingarbingar mewah tumbuh kembang lingkung desa buat paham geliat hidup rakyat andal gimmick citra ganjar hasil rangkul rakyat nyaman aman habis sama,Politik,"['ganjar', 'lahir', 'rahim', 'cilik', 'keluarga', 'sendok', 'perak', 'rasa', 'jalan', 'hidup', 'orang', 'hingarbingar', 'mewah', 'tumbuh', 'kembang', 'lingkung', 'desa', 'buat', 'paham', 'geliat', 'hidup', 'rakyat', 'andal', 'gimmick', 'citra', 'ganjar', 'hasil', 'rangkul', 'rakyat', 'nyaman', 'aman', 'habis', 'sama']"
ganjar mahfud sosok juang kemasalahatan agama dunia masyarakat indonesia ganjarmahfud jakarta jakarta ganjar mahfud hebat resolusi indonesia,Politik,"['ganjar', 'mahfud', 'sosok', 'juang', 'kemasalahatan', 'agama', 'dunia', 'masyarakat', 'indonesia', 'ganjarmahfud', 'jakarta', 'jakarta', 'ganjar', 'mahfud', 'hebat', 'resolusi', 'indonesia']"
lingkung keluarga agence madagascar de presse kerja saya sudah terang pilih apa anies kaya hipnotis beliau tapi dengan blundernya prabowo pengaruh si,Politik,"['lingkung', 'keluarga', 'agence', 'madagascar', 'de', 'presse', 'kerja', 'saya', 'sudah', 'terang', 'pilih', 'apa', 'anies', 'kaya', 'hipnotis', 'beliau', 'tapi', 'dengan', 'blundernya', 'prabowo', 'pengaruh', 'si']"
januari serang kubu dan kawan sengit doxxing akun akun sosmed harap cepu grup login tutup bagi informasi counter serang biar kuasa prabowo,Pertahanan dan Keamanan,"['januari', 'serang', 'kubu', 'dan', 'kawan', 'sengit', 'doxxing', 'akun', 'akun', 'sosmed', 'harap', 'cepu', 'grup', 'login', 'tutup', 'bagi', 'informasi', 'counter', 'serang', 'biar', 'kuasa', 'prabowo']"
prabowogibran wujud impi rakyatsenang menang,Politik,"['prabowogibran', 'wujud', 'impi', 'rakyatsenang', 'menang']"
sayang banget sempat debates worth lewat sibuk drama gimmick pilih baterai lindung coal miners transisi manajemen badan usaha milik negara kait sumber daya alam deforestasi pimpin nasdem wadas kendeng ganjar,Sumber Daya Alam,"['sayang', 'banget', 'sempat', 'debates', 'worth', 'lewat', 'sibuk', 'drama', 'gimmick', 'pilih', 'baterai', 'lindung', 'coal', 'miners', 'transisi', 'manajemen', 'badan', 'usaha', 'milik', 'negara', 'kait', 'sumber', 'daya', 'alam', 'deforestasi', 'pimpin', 'nasdem', 'wadas', 'kendeng', 'ganjar']"
titik air bersih resmi sukabumi desa karanganyar dusun lembur jam cimala camat jampang kulon kakak prabowo subianto,Sumber Daya Alam,"['titik', 'air', 'bersih', 'resmi', 'sukabumi', 'desa', 'karanganyar', 'dusun', 'lembur', 'jam', 'cimala', 'camat', 'jampang', 'kulon', 'kakak', 'prabowo', 'subianto']"
